n,arch,status,test_rmse,elapsed_sec,activation,batch_size,coriolis_hidden,coriolis_matrix_form,coriolis_structural,correction_dropout,correction_gain_ramp_frac,correction_reg_inertia_normalize,data_train_fraction,data_train_seed,dropout,early_stop_metric,early_stopping,ema_decay,enable_passivity_loss,epochs,feature_noise_std,friction_form,friction_hidden,grad_clip_norm,gravity_hidden,hidden_layers,inertia_hidden,inertia_psd,joint_loss_weights,lambda_correction_decay,lambda_correction_reg,lambda_correction_reg_per_component,lambda_passivity,learning_rate,lr_scheduler,min_delta,optimizer,patience,phi_lr_ratio,physics_warmup_fraction,physics_weight,print_every,seed,snapshot_every,spectral_norm,stride,torch_compile,torch_compile_mode,use_friction_qdd,use_phys_cond,warmup_cosine_min_factor,weight_decay
14,edr,ok,0.059281,0.0,silu,1024,64-64,False,False,0.45,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
15,edr,ok,0.05959,0.0,silu,256,48-48,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
16,edr,ok,0.058787,0.0,silu,1024,64-64,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.01,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
17,edr,ok,0.05784,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
18,edr,ok,0.057695,0.0,silu,256,48-48,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
19,edr,ok,0.057633,0.0,silu,1024,64-64,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.01,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
20,edr,ok,0.054958,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
21,edr,ok,0.055026,0.0,silu,1024,48-48,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
22,edr,ok,0.055512,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
23,edr,ok,0.055846,0.0,silu,1024,48-48,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
24,edr,ok,0.055987,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
25,edr,ok,0.05604,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
26,edr,ok,0.056211,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.2,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
27,edr,ok,0.05646,0.0,silu,1024,64-64,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
28,edr,ok,0.056498,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
29,edr,ok,0.056606,0.0,silu,1024,48-48,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
30,edr,ok,0.05684,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
31,edr,ok,0.056907,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.2,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
32,edr,ok,0.057066,0.0,silu,1024,64-64,False,False,0.45,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.01,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
33,edr,ok,0.057175,0.0,silu,1024,64-64,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1000,0.02,mlp,32-32,1.0,64-64,,64-64,False,,none,0.05,,0.01,0.0006,warmup_cosine,1e-05,adamw,50,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
34,edr,ok,0.05738,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
35,edr,ok,0.05974,0.0,silu,256,32-32,False,False,0.3,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
36,edr,ok,0.059801,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
37,edr,ok,0.059972,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
38,edr,ok,0.062335,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
39,edr,ok,0.062426,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
40,edr,ok,0.062517,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
41,edr,ok,0.062742,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
42,edr,ok,0.062814,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
43,edr,ok,0.062883,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
44,edr,ok,0.063008,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
45,edr,ok,0.062338,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
46,edr,ok,0.063094,0.0,silu,256,48-48,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
47,edr,ok,0.063271,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
48,edr,ok,0.063302,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.1,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
49,edr,ok,0.063383,0.0,silu,256,32-32,False,False,0.15,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
50,edr,ok,0.063514,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.1,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
51,edr,ok,0.063542,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
52,edr,ok,0.063636,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.2,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
53,edr,ok,0.063153,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
54,edr,ok,0.062246,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
55,edr,ok,0.061102,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
56,edr,ok,0.062162,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
57,edr,ok,0.060178,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
58,edr,ok,0.060311,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
59,edr,ok,0.060376,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
60,edr,ok,0.060612,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
61,edr,ok,0.060681,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.002,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
62,edr,ok,0.060846,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
63,edr,ok,0.060009,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
64,edr,ok,0.060919,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
65,edr,ok,0.061345,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
66,edr,ok,0.061613,0.0,silu,256,48-48,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,24-24,1.0,48-48,,48-48,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
67,edr,ok,0.061926,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.005,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
68,edr,ok,0.061941,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.2,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
69,edr,ok,0.06202,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
70,edr,ok,0.062038,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.02,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
71,edr,ok,0.054795,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.01,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,False,True,0.05,0.002
72,edr,ok,0.054444,0.0,silu,256,32-32,False,False,0.05,0.3,True,1.0,42,,val_rmse,True,0.9,False,1500,0.02,mlp,16-16,1.0,32-32,,32-32,False,,none,0.05,,0.01,0.0003,warmup_cosine,1e-05,adamw,150,,,,2.0,42,0,False,1,False,default,True,True,0.05,0.002
73,fnn,ok,0.09373,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
74,fnn,ok,0.086238,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
75,fnn,ok,0.086104,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
76,fnn,ok,0.085714,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,128-256-128,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
77,fnn,ok,0.08555,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
78,fnn,ok,0.085371,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
79,fnn,ok,0.085111,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
80,fnn,ok,0.085103,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
81,fnn,ok,0.084792,0.0,silu,512,,,,,,,1.0,42,0.3,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
82,fnn,ok,0.084621,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
83,fnn,ok,0.084542,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
84,fnn,ok,0.084249,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.001,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
85,fnn,ok,0.084095,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,256-512-256,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.005
86,fnn,ok,0.083517,0.0,silu,512,,,,,,,1.0,42,0.5,val_rmse,True,,,1500,0.02,,,5.0,,512-512-512,,,,,,,,0.0003,warmup_cosine,1e-05,adamw,50,,,,,42,0,,1,True,reduce-overhead,,,,0.0001
